,title,artist,region,date,stream,Rank
30521,7 rings,Ariana Grande,France,2019-02,5846957,2
30522,Tout oublier,"Angèle, Roméo Elvis",France,2019-02,5366783,3
30523,Les méchants,Heuss L'enfoiré,France,2019-02,4951609,4
30524,1000°C,"Lomepal, Roméo Elvis",France,2019-02,4719252,5
30525,Trop beau,Lomepal,France,2019-02,4688483,6
30526,Sale mood,"Bramsito, Booba",France,2019-02,4554532,7
30527,Goutte d'eau,Ninho,France,2019-02,4432121,8
30528,Madrina,"Maes, Booba",France,2019-02,4352153,9
30529,PGP,Booba,France,2019-02,4346135,10
30530,Tricheur,"Nekfeu, Damso",France,2019-06,10932511,1
30531,Elle est bonne sa mère,"Vegedream, Ninho",France,2019-06,8543236,2
30532,Médicament,"Niska, Booba",France,2019-06,7743904,3
30533,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,France,2019-06,7439138,4
30534,Dans l'univers,"Nekfeu, Vanessa Paradis",France,2019-06,7229138,5
30535,Cheum,Nekfeu,France,2019-06,6897108,6
30536,MOWGLI II,PNL,France,2019-06,6715928,7
30537,Elle pleut,"Nekfeu, Nemir",France,2019-06,6594631,8
30538,Maman ne le sait pas (feat. Niska),Ninho,France,2019-06,5722547,9
30539,Les étoiles vagabondes,Nekfeu,France,2019-06,5506534,10
30540,Bande organisée,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",France,2020-10,13568124,1
30541,Joli bébé,"Naza, Niska",France,2020-10,10372459,2
30542,Mood (feat. iann dior),24kGoldn,France,2020-10,7206152,3
30543,Cabeza,OBOY,France,2020-10,6836511,4
30544,Grand bain,"Dadju, Ninho",France,2020-10,6541641,5
30545,À la fête,UZI,France,2020-10,6394407,6
30546,Pilote (feat. Hamza),PLK,France,2020-10,6131983,7
30547,Macaroni (feat. Ninho),Leto,France,2020-10,5818806,8
30548,BXL ZOO,"Damso, Hamza",France,2020-10,5698654,9
30549,Bande organisée,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",France,2020-10,5285310,10
30550,La kiffance,Naps,France,2021-08,10172311,1
30551,TDB,OBOY,France,2021-08,9614936,2
30552,Daddy chocolat,"Koba LaD, Gazo",France,2021-08,9044713,3
30553,Petrouchka (feat. PLK),Soso Maness,France,2021-08,8485175,4
30554,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,France,2021-08,7257733,5
30555,STAY (with Justin Bieber),The Kid LAROI,France,2021-08,7182665,6
30556,Never Going Home,Kungs,France,2021-08,6553503,7
30557,Bad Habits,Ed Sheeran,France,2021-08,6532213,8
30558,Beggin',Måneskin,France,2021-08,6283478,9
30559,"Pic et pic, alcool et drame",Jul,France,2021-08,5778189,10
30560,TDB,OBOY,France,2021-10,9183840,1
30561,La kiffance,Naps,France,2021-10,8027937,2
30562,Pepas,Farruko,France,2021-10,7881322,3
30563,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,France,2021-10,7676901,4
30564,STAY (with Justin Bieber),The Kid LAROI,France,2021-10,7207713,5
30565,love nwantiti (ah ah ah),CKay,France,2021-10,6475433,6
30566,Daddy chocolat,"Koba LaD, Gazo",France,2021-10,6098987,7
30567,Woman,Doja Cat,France,2021-10,6026528,8
30568,Best life,"Naps, GIMS",France,2021-10,5913988,9
30569,Bad Habits,Ed Sheeran,France,2021-10,5823720,10
30570,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Germany,2017-05,12322710,1
30571,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Germany,2017-05,9750227,2
30572,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Germany,2017-05,8551546,3
30573,Shape of You,Ed Sheeran,Germany,2017-05,8357430,4
30574,Despacito (Featuring Daddy Yankee),Luis Fonsi,Germany,2017-05,8062601,5
30575,Tuesday,"Burak Yeter, Danelle Sandoval",Germany,2017-05,6988881,6
30576,There's Nothing Holdin' Me Back,Shawn Mendes,Germany,2017-05,6979619,7
30577,No Roots,Alice Merton,Germany,2017-05,6899455,8
30578,Symphony (feat. Zara Larsson),Clean Bandit,Germany,2017-05,6897778,9
30579,Galway Girl,Ed Sheeran,Germany,2017-05,6846854,10
30580,Was du Liebe nennst,Bausa,Germany,2018-01,10653546,1
30581,River (feat. Ed Sheeran),Eminem,Germany,2018-01,9741253,2
30582,Him & I (with Halsey),G-Eazy,Germany,2018-01,8302244,3
30583,rockstar,"Post Malone, 21 Savage",Germany,2018-01,8164715,4
30584,Let You Down,NF,Germany,2018-01,7274974,5
30585,Rooftop,Nico Santos,Germany,2018-01,7189301,6
30586,Qa bone,"Azet, RAF Camora",Germany,2018-01,6909671,7
30587,Tip Toe (feat. French Montana),Jason Derulo,Germany,2018-01,6299743,8
30588,Wolves,"Selena Gomez, Marshmello",Germany,2018-01,6236060,9
30589,So Far Away (feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta",Germany,2018-01,6024051,10
30590,Roller,Apache 207,Germany,2019-11,23507469,1
30591,Dance Monkey,Tones And I,Germany,2019-11,18500886,2
30592,Wieso tust Du dir das an?,Apache 207,Germany,2019-11,17629790,3
30593,KARMA,Nimo,Germany,2019-11,17090440,4
30594,200 km/h,Apache 207,Germany,2019-11,15392816,5
30595,110,"Capital Bra, Samra, LEA",Germany,2019-11,14573102,6
30596,Doch in der Nacht,Apache 207,Germany,2019-11,12275056,7
30597,Keine Liebe,"RIN, Bausa",Germany,2019-11,11913520,8
30598,2002,"Sido, Apache 207",Germany,2019-11,11819457,9
30599,Ride It,Regard,Germany,2019-11,9025706,10
30600,Frag mich nicht,"Miksu / Macloud, Nimo, Jamule",Germany,2021-04,14088610,1
30601,MONTERO (Call Me By Your Name),Lil Nas X,Germany,2021-04,13748818,2
30602,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Germany,2021-04,12154882,3
30603,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Germany,2021-04,11226775,4
30604,Madonna,"Bausa, Apache 207",Germany,2021-04,10748575,5
30605,Astronaut In The Ocean,Masked Wolf,Germany,2021-04,9869187,6
30606,Leere Hände (feat. Sido & Samra),SANTOS,Germany,2021-04,9577558,7
30607,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,Germany,2021-04,9027570,8
30608,KIDS FROM THE BLOCK,Luciano,Germany,2021-04,8496380,9
30609,Your Love (9PM),"ATB, Topic, A7S",Germany,2021-04,7959210,10
30610,STAY (with Justin Bieber),The Kid LAROI,Germany,2021-09,16075231,1
30611,10von10,Pajel,Germany,2021-09,15921252,2
30612,Auf & Ab,Montez,Germany,2021-09,15444133,3
30613,Heat Waves,Glass Animals,Germany,2021-09,12800107,4
30614,Blaues Licht,"RAF Camora, Bonez MC",Germany,2021-09,11330998,5
30615,2CB,"RAF Camora, Luciano",Germany,2021-09,11009823,6
30616,Bad Habits,Ed Sheeran,Germany,2021-09,10403510,7
30617,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Germany,2021-09,10295466,8
30618,Where Are You Now,"Lost Frequencies, Calum Scott",Germany,2021-09,9564922,9
30619,Belgisches Viertel,ART,Germany,2021-09,9546427,10
30620,Heat Waves,Glass Animals,Germany,2021-10,13599176,1
30621,STAY (with Justin Bieber),The Kid LAROI,Germany,2021-10,12025343,2
30622,Shivers,Ed Sheeran,Germany,2021-10,11968801,3
30623,Where Are You Now,"Lost Frequencies, Calum Scott",Germany,2021-10,11565201,4
30624,Auf & Ab,Montez,Germany,2021-10,10605226,5
30625,10von10,Pajel,Germany,2021-10,9330042,6
30626,Vodka,Apache 207,Germany,2021-10,9128220,7
30627,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Germany,2021-10,8864624,8
30628,Belgisches Viertel,ART,Germany,2021-10,8555086,9
30629,Bad Habits,Ed Sheeran,Germany,2021-10,8369149,10
30630,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Global,2017-06,192288014,1
30631,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Global,2017-06,118768546,2
30632,Shape of You,Ed Sheeran,Global,2017-06,109742306,3
30633,Unforgettable,"French Montana, Swae Lee",Global,2017-06,91044237,4
30634,Attention,Charlie Puth,Global,2017-06,90683860,5
30635,HUMBLE.,Kendrick Lamar,Global,2017-06,90256897,6
30636,2U (feat. Justin Bieber),David Guetta,Global,2017-06,89172821,7
30637,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Global,2017-06,80565465,8
30638,Strip That Down,"Liam Payne, Quavo",Global,2017-06,80195297,9
30639,There's Nothing Holdin' Me Back,Shawn Mendes,Global,2017-06,80162957,10
30640,rockstar,"Post Malone, 21 Savage",Global,2017-10,196193022,1
30641,New Rules,Dua Lipa,Global,2017-10,111601629,2
30642,Havana,"Camila Cabello, Young Thug",Global,2017-10,109843438,3
30643,Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Global,2017-10,96768348,4
30644,Too Good At Goodbyes - Edit,Sam Smith,Global,2017-10,96034563,5
30645,1-800-273-8255,"Logic, Alessia Cara, Khalid",Global,2017-10,89631704,6
30646,What Lovers Do (feat. SZA),Maroon 5,Global,2017-10,87710981,7
30647,Silence,"Marshmello, Khalid",Global,2017-10,83680780,8
30648,Perfect,Ed Sheeran,Global,2017-10,82438027,9
30649,Mi Gente,"J Balvin, Willy William",Global,2017-10,75486960,10
30650,Señorita,"Shawn Mendes, Camila Cabello",Global,2019-07,272059379,1
30651,I Don't Care (with Justin Bieber),Ed Sheeran,Global,2019-07,147416583,2
30652,Beautiful People (feat. Khalid),Ed Sheeran,Global,2019-07,138203196,3
30653,bad guy,Billie Eilish,Global,2019-07,123907893,4
30654,Goodbyes (Feat. Young Thug),Post Malone,Global,2019-07,117947872,5
30655,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,Global,2019-07,97057720,6
30656,Callaita,"Bad Bunny, Tainy",Global,2019-07,94570852,7
30657,Money In The Grave (Drake ft. Rick Ross),Drake,Global,2019-07,82468764,8
30658,Panini,Lil Nas X,Global,2019-07,82297784,9
30659,Otro Trago,"Sech, Darell",Global,2019-07,80624940,10
30660,ROCKSTAR (feat. Roddy Ricch),DaBaby,Global,2020-06,155822985,1
30661,Blinding Lights,The Weeknd,Global,2020-06,142509893,2
30662,Roses - Imanbek Remix,SAINt JHN,Global,2020-06,122086930,3
30663,Rain On Me (with Ariana Grande),Lady Gaga,Global,2020-06,106702710,4
30664,death bed (coffee for your head),"Powfu, beabadoobee",Global,2020-06,100092944,5
30665,Toosie Slide,Drake,Global,2020-06,99754219,6
30666,Watermelon Sugar,Harry Styles,Global,2020-06,85996822,7
30667,Don't Start Now,Dua Lipa,Global,2020-06,85325515,8
30668,Dance Monkey,Tones And I,Global,2020-06,82819583,9
30669,ily (i love you baby) (feat. Emilee),Surf Mesa,Global,2020-06,80676051,10
30670,WAP (feat. Megan Thee Stallion),Cardi B,Global,2020-09,174856818,1
30671,Mood (feat. iann dior),24kGoldn,Global,2020-09,167895566,2
30672,Hawái,Maluma,Global,2020-09,145767288,3
30673,Dynamite,BTS,Global,2020-09,121113009,4
30674,Blinding Lights,The Weeknd,Global,2020-09,107124117,5
30675,Watermelon Sugar,Harry Styles,Global,2020-09,106936792,6
30676,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Global,2020-09,101946280,7
30677,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Global,2020-09,98252166,8
30678,ROCKSTAR (feat. Roddy Ricch),DaBaby,Global,2020-09,96588868,9
30679,Laugh Now Cry Later (feat. Lil Durk),Drake,Global,2020-09,96179282,10
30680,Mood (feat. iann dior),24kGoldn,Global,2020-10,162389782,1
30681,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Global,2020-10,132272727,2
30682,WAP (feat. Megan Thee Stallion),Cardi B,Global,2020-10,124132267,3
30683,Dynamite,BTS,Global,2020-10,116671918,4
30684,Hawái,Maluma,Global,2020-10,113973157,5
30685,What You Know Bout Love,Pop Smoke,Global,2020-10,100881186,6
30686,Blinding Lights,The Weeknd,Global,2020-10,100811179,7
30687,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Global,2020-10,97380672,8
30688,Holy (feat. Chance The Rapper),Justin Bieber,Global,2020-10,96103644,9
30689,Watermelon Sugar,Harry Styles,Global,2020-10,92997993,10
30690,drivers license,Olivia Rodrigo,Global,2021-01,235278492,1
30691,DÁKITI,"Bad Bunny, Jhay Cortez",Global,2021-01,133368190,2
30692,Blinding Lights,The Weeknd,Global,2021-01,102695642,3
30693,Mood (feat. iann dior),24kGoldn,Global,2021-01,101182805,4
30694,BICHOTA,KAROL G,Global,2021-01,93516312,5
30695,positions,Ariana Grande,Global,2021-01,91880573,6
30696,Anyone,Justin Bieber,Global,2021-01,84703890,7
30697,WITHOUT YOU,The Kid LAROI,Global,2021-01,82184146,8
30698,Whoopty,CJ,Global,2021-01,80142952,9
30699,Good Days,SZA,Global,2021-01,79802427,10
30700,Shape of You,Ed Sheeran,Greece,2017-02,276070,1
30701,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Greece,2017-02,124250,2
30702,Paris,The Chainsmokers,Greece,2017-02,102425,3
30703,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Greece,2017-02,100627,4
30704,Starboy,"The Weeknd, Daft Punk",Greece,2017-02,100263,5
30705,Castle on the Hill,Ed Sheeran,Greece,2017-02,85525,6
30706,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Greece,2017-02,79965,7
30707,Issues,Julia Michaels,Greece,2017-02,77397,8
30708,Call On Me - Ryan Riback Extended Remix,Starley,Greece,2017-02,75159,9
30709,Chained To The Rhythm,"Katy Perry, Skip Marley",Greece,2017-02,69993,10
30710,One Kiss (with Dua Lipa),Calvin Harris,Greece,2018-05,177800,1
30711,no tears left to cry,Ariana Grande,Greece,2018-05,166122,2
30712,Fuego,Eleni Foureira,Greece,2018-05,160998,3
30713,Better Now,Post Malone,Greece,2018-05,150769,4
30714,Nice For What,Drake,Greece,2018-05,138764,5
30715,Call Out My Name,The Weeknd,Greece,2018-05,136814,6
30716,God's Plan,Drake,Greece,2018-05,136353,7
30717,I Like It,"Cardi B, Bad Bunny, J Balvin",Greece,2018-05,132289,8
30718,This Is America,Childish Gambino,Greece,2018-05,128180,9
30719,FRIENDS,"Marshmello, Anne-Marie",Greece,2018-05,112167,10
30720,Street Values,"VLOSPA, Light",Greece,2020-11,1243891,1
30721,XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",Greece,2020-11,839297,2
30722,Hoodstars,"GAMEBOY, YT, SNIK",Greece,2020-11,714886,3
30723,Fendi,"Dirty Harry, TOQUEL, Ortiz",Greece,2020-11,601722,4
30724,AMG,"Trannos, ATC Nico, Lil Riico",Greece,2020-11,490059,5
30725,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Greece,2020-11,415507,6
30726,Bonnie,"Lil Koni, MG, Slogan, iLLEOo",Greece,2020-11,409095,7
30727,Big Moves - Vol. 1,VLOSPA,Greece,2020-11,400337,8
30728,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Greece,2020-11,392188,9
30729,positions,Ariana Grande,Greece,2020-11,355360,10
30730,Voodoo,"Light, Hawk",Greece,2021-01,1523980,1
30731,Gymni,"Light, Hawk",Greece,2021-01,956463,2
30732,Neymar,"Light, Hawk",Greece,2021-01,751096,3
30733,City Don't Love Me,"Light, Hawk",Greece,2021-01,696473,4
30734,Lockdown,"Mef, SNIK",Greece,2021-01,680481,5
30735,Ligi,"Light, Hawk",Greece,2021-01,632423,6
30736,XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",Greece,2021-01,629234,7
30737,Oh No,"Light, Hawk",Greece,2021-01,574200,8
30738,Spaceman,"Light, Hawk",Greece,2021-01,565268,9
30739,Street Values,"VLOSPA, Light",Greece,2021-01,559816,10
30740,Kathikon,"Rack, Oge",Greece,2021-05,1006509,1
30741,Diamanti,SNIK,Greece,2021-05,948825,2
30742,Mporei,"Mad Clip, Eleni Foureira, Skive",Greece,2021-05,939450,3
30743,Kokaina,TOQUEL,Greece,2021-05,882882,4
30744,Dokimase Ton,"Saske, Rack, Beyond",Greece,2021-05,868126,5
30745,ZITTI E BUONI,Måneskin,Greece,2021-05,820765,6
30746,Anexartita,Light,Greece,2021-05,806700,7
30747,Full Press,"Bossikan, FLY LO, RICTA",Greece,2021-05,718455,8
30748,MONTERO (Call Me By Your Name),Lil Nas X,Greece,2021-05,695089,9
30749,Diamantia,"Sin Laurent, TOQUEL",Greece,2021-05,624709,10
30750,NASA,"Rack, Saske",Greece,2021-09,1162992,1
30751,Guccci,Mad Clip,Greece,2021-09,1077466,2
30752,Latina,"Leaderbrain, RICTA",Greece,2021-09,1072952,3
30753,Dominicana Latina,"SNIK, SALVA",Greece,2021-09,976557,4
30754,Mporei,"Mad Clip, Eleni Foureira, Skive",Greece,2021-09,911289,5
30755,Telika,"Konstantinos Argiros, Rack",Greece,2021-09,838095,6
30756,Wet,"SNIK, TOQUEL, MG, GAMEBOY",Greece,2021-09,820276,7
30757,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Greece,2021-09,737792,8
30758,Areti,Mad Clip,Greece,2021-09,734742,9
30759,XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",Greece,2021-09,710979,10
30760,Despacito (Featuring Daddy Yankee),Luis Fonsi,Guatemala,2017-03,503215,1
30761,Me Rehúso,Danny Ocean,Guatemala,2017-03,336970,2
30762,Shape of You,Ed Sheeran,Guatemala,2017-03,326083,3
30763,El Amante,Nicky Jam,Guatemala,2017-03,299970,4
30764,Sigo Extrañándote,J Balvin,Guatemala,2017-03,278880,5
30765,Otra vez (feat. J Balvin),Zion & Lennox,Guatemala,2017-03,263390,6
30766,Reggaetón Lento (Bailemos),CNCO,Guatemala,2017-03,247367,7
30767,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,Guatemala,2017-03,228573,8
30768,Chantaje (feat. Maluma),Shakira,Guatemala,2017-03,197343,9
30769,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Guatemala,2017-03,197019,10
30770,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",Guatemala,2019-11,734102,1
30771,LA CANCIÓN,"J Balvin, Bad Bunny",Guatemala,2019-11,732178,2
30772,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Guatemala,2019-11,699463,3
30773,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Guatemala,2019-11,629263,4
30774,Callaita,"Bad Bunny, Tainy",Guatemala,2019-11,616593,5
30775,Fantasias,"Rauw Alejandro, Farruko",Guatemala,2019-11,592490,6
30776,Adicto (with Anuel AA & Ozuna),Tainy,Guatemala,2019-11,579979,7
30777,Que Tire Pa Lante,Daddy Yankee,Guatemala,2019-11,570066,8
30778,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Guatemala,2019-11,569062,9
30779,Tusa,"KAROL G, Nicki Minaj",Guatemala,2019-11,567037,10
30780,Tusa,"KAROL G, Nicki Minaj",Guatemala,2020-02,1296785,1
30781,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Guatemala,2020-02,1063372,2
30782,Vete,Bad Bunny,Guatemala,2020-02,909468,3
30783,Fantasias,"Rauw Alejandro, Farruko",Guatemala,2020-02,817603,4
30784,Dance Monkey,Tones And I,Guatemala,2020-02,796352,5
30785,Ignorantes,"Bad Bunny, Sech",Guatemala,2020-02,755263,6
30786,LA CANCIÓN,"J Balvin, Bad Bunny",Guatemala,2020-02,658698,7
30787,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Guatemala,2020-02,656882,8
30788,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Guatemala,2020-02,632301,9
30789,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Guatemala,2020-02,599925,10
30790,Rojo,J Balvin,Guatemala,2020-04,909797,1
30791,Yo Perreo Sola,Bad Bunny,Guatemala,2020-04,817288,2
30792,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Guatemala,2020-04,796945,3
30793,Favorito,Camilo,Guatemala,2020-04,747709,4
30794,Si Veo a Tu Mamá,Bad Bunny,Guatemala,2020-04,709261,5
30795,Tattoo,Rauw Alejandro,Guatemala,2020-04,703295,6
30796,Ignorantes,"Bad Bunny, Sech",Guatemala,2020-04,700309,7
30797,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Guatemala,2020-04,672530,8
30798,Tusa,"KAROL G, Nicki Minaj",Guatemala,2020-04,604689,9
30799,La Difícil,Bad Bunny,Guatemala,2020-04,600676,10
30800,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Honduras,2018-06,296697,1
30801,La player (Bandolera),Zion & Lennox,Honduras,2018-06,209386,2
30802,X,"Nicky Jam, J Balvin",Honduras,2018-06,174496,3
30803,Nena Maldicion (feat. Lenny Tavarez),"Paulo Londra, Lenny Tavárez",Honduras,2018-06,165619,4
30804,Por Perro,"Sebastian Yatra, Luis Figueroa, Lary Over",Honduras,2018-06,159131,5
30805,Sin Pijama,"Becky G, Natti Natasha",Honduras,2018-06,150369,6
30806,Me Niego (feat. Ozuna & Wisin),Reik,Honduras,2018-06,143367,7
30807,I Like It,"Cardi B, Bad Bunny, J Balvin",Honduras,2018-06,141016,8
30808,Madura (feat. Bad Bunny),Cosculluela,Honduras,2018-06,138451,9
30809,Dura - Remix,"Daddy Yankee, Natti Natasha, Becky G, Bad Bunny",Honduras,2018-06,136254,10
30810,Shape of You,Ed Sheeran,Hong Kong,2017-02,523707,1
30811,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Hong Kong,2017-02,417226,2
30812,Paris,The Chainsmokers,Hong Kong,2017-02,402136,3
30813,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Hong Kong,2017-02,320264,4
30814,Closer,"The Chainsmokers, Halsey",Hong Kong,2017-02,292687,5
30815,Say You Won't Let Go,James Arthur,Hong Kong,2017-02,259348,6
30816,"""How Far I'll Go - From """"Moana""""""",Alessia Cara,Hong Kong,2017-02,251246,7
30817,Castle on the Hill,Ed Sheeran,Hong Kong,2017-02,239803,8
30818,Bad Things (with Camila Cabello),Machine Gun Kelly,Hong Kong,2017-02,237537,9
30819,"""City Of Stars - From """"La La Land"""" Soundtrack""","Ryan Gosling, Emma Stone",Hong Kong,2017-02,234862,10
30820,Shape of You,Ed Sheeran,Hong Kong,2017-05,454551,1
30821,Something Just Like This,"The Chainsmokers, Coldplay",Hong Kong,2017-05,433240,2
30822,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Hong Kong,2017-05,418365,3
30823,I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Hong Kong,2017-05,382426,4
30824,Attention,Charlie Puth,Hong Kong,2017-05,377364,5
30825,Stay (with Alessia Cara),Zedd,Hong Kong,2017-05,337426,6
30826,Symphony (feat. Zara Larsson),Clean Bandit,Hong Kong,2017-05,332335,7
30827,It Ain't Me (with Selena Gomez),Kygo,Hong Kong,2017-05,312471,8
30828,There's Nothing Holdin' Me Back,Shawn Mendes,Hong Kong,2017-05,297843,9
30829,長相廝守,ToNick,Hong Kong,2017-05,295640,10
30830,Wolves,"Selena Gomez, Marshmello",Hong Kong,2017-12,405232,1
30831,Havana,"Camila Cabello, Young Thug",Hong Kong,2017-12,358923,2
30832,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,Hong Kong,2017-12,335614,3
30833,What Lovers Do (feat. SZA),Maroon 5,Hong Kong,2017-12,302827,4
30834,All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals",Hong Kong,2017-12,300417,5
30835,Too Good At Goodbyes,Sam Smith,Hong Kong,2017-12,284933,6
30836,Shape of You,Ed Sheeran,Hong Kong,2017-12,281894,7
30837,Perfect,Ed Sheeran,Hong Kong,2017-12,279347,8
30838,New Rules,Dua Lipa,Hong Kong,2017-12,261001,9
30839,How Long,Charlie Puth,Hong Kong,2017-12,252251,10
30840,7 rings,Ariana Grande,Hong Kong,2019-03,468839,1
30841,Sucker,Jonas Brothers,Hong Kong,2019-03,462533,2
30842,Shallow,"Lady Gaga, Bradley Cooper",Hong Kong,2019-03,395993,3
30843,"break up with your girlfriend, i'm bored",Ariana Grande,Hong Kong,2019-03,350880,4
30844,Dancing With A Stranger (with Normani),Sam Smith,Hong Kong,2019-03,323219,5
30845,i'm so tired...,"Lauv, Troye Sivan",Hong Kong,2019-03,309259,6
